"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","intercropGermplasmDbId","intercropGermplasmName","germplasmEntryNumber","Freeze damage severity - 0-9 Rating|CO_350:0005001","Grain yield - g/m2|CO_350:0000260","notes"
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702276","FLLA10027-1","","plot","702993","UWOYT_2018_Winnsboro-PLOT_108","1","1","108","","","test","","","","","5.5","309.549875808783",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","98729","FL1035-2","","plot","702997","UWOYT_2018_Winnsboro-PLOT_109","1","1","109","","","test","","","","","4.5","341.360914201548",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702279","FLLA10044-1","","plot","702977","UWOYT_2018_Winnsboro-PLOT_110","1","1","110","","","test","","","","","2.5","401.192184603216",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702242","FLLA10044-6","","plot","702978","UWOYT_2018_Winnsboro-PLOT_111","1","1","111","","","test","","","","","3.5","318.230607406724",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","88142","TX09CS049","","plot","702984","UWOYT_2018_Winnsboro-PLOT_112","1","1","112","","","test","","","","","1.0","417.785300486044",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","96959","TX14OCS5061","","plot","702992","UWOYT_2018_Winnsboro-PLOT_113","1","1","113","","","test","","","","","1.0","515.532168312495",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","96977","TX14OCS5098","","plot","702981","UWOYT_2018_Winnsboro-PLOT_114","1","1","114","","","test","","","","","3.5","402.949315099243",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702274","TX14OCS5131","","plot","702980","UWOYT_2018_Winnsboro-PLOT_115","1","1","115","","","test","","","","","3.0","421.441836391647",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702263","TX14OCS5154","","plot","702988","UWOYT_2018_Winnsboro-PLOT_116","1","1","116","","","test","","","","","2.0","402.213691801054",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702243","TX14OCS5171","","plot","702989","UWOYT_2018_Winnsboro-PLOT_117","1","1","117","","","test","","","","","3.0","437.973820361813",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702261","TX14OCS5212","","plot","702987","UWOYT_2018_Winnsboro-PLOT_118","1","1","118","","","test","","","","","1.0","522.443762761473",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","100132","NC12-3578","","plot","702990","UWOYT_2018_Winnsboro-PLOT_119","1","1","119","","","test","","","","","1.5","322.564381317808",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","97265","NC12-3742","","plot","702983","UWOYT_2018_Winnsboro-PLOT_120","1","1","120","","","test","","","","","1.5","539.101855824896",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","98381","NC12-3922","","plot","702996","UWOYT_2018_Winnsboro-PLOT_121","1","1","121","","","test","","","","","1.5","462.744800966669",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702244","NC15-4180","","plot","702979","UWOYT_2018_Winnsboro-PLOT_122","1","1","122","","","test","","","","","1.0","525.090955071886",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702272","LA12068SBSB-58-1","","plot","702976","UWOYT_2018_Winnsboro-PLOT_123","1","1","123","","","test","","","","","5.5","498.741138843361",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6542","UWOYT_2018_Winnsboro","2018 UWOYT Trial @ Winnsboro, LA. Notes: 75-0-0 topdress N. Dry and cool April resulted in excellent grain filling.","RCBD","","","","","","2017-November-11","2018-May-26","152","Winnsboro, LA","702254","LA10067SSBSBSB-61-1","","plot","702985","UWOYT_2018_Winnsboro-PLOT_124","1","1","124","","","test","","","","","4.5","427.076880361465",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","86810","GERARD224","Gerard224","plot","703008","UWOYT_2018_McGregor-PLOT_101","1","1","101","","","test","","","","","0.0","448.095508003876",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","99142","HORIZON201","FL99201-D29-E1,Horizon 201,TX96M1384","plot","703010","UWOYT_2018_McGregor-PLOT_102","1","1","102","","","test","","","","","0.0","449.530194098724",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","98574","LA99016","","plot","703009","UWOYT_2018_McGregor-PLOT_103","1","1","103","","","test","","","","","0.0","423.791925557151",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","101501","TAMO411","TX05CS 347-1","plot","703021","UWOYT_2018_McGregor-PLOT_104","1","1","104","","","test","","","","","0.3","455.459034385683",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702273","FL0914-U1","","plot","703011","UWOYT_2018_McGregor-PLOT_105","1","1","105","","","test","","","","","7.0","328.528768859244",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","99924","LA09026SBS-U1","","plot","703003","UWOYT_2018_McGregor-PLOT_106","1","1","106","","","test","","","","","8.3","284.810296833988",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702239","LA09067SBS-U4","","plot","703005","UWOYT_2018_McGregor-PLOT_107","1","1","107","","","test","","","","","8.7","156.509906086968",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702276","FLLA10027-1","","plot","703018","UWOYT_2018_McGregor-PLOT_108","1","1","108","","","test","","","","","6.0","378.570619847542",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","98729","FL1035-2","","plot","703016","UWOYT_2018_McGregor-PLOT_109","1","1","109","","","test","","","","","6.0","417.407572435077",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702279","FLLA10044-1","","plot","703019","UWOYT_2018_McGregor-PLOT_110","1","1","110","","","test","","","","","1.3","426.008515573691",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702242","FLLA10044-6","","plot","703015","UWOYT_2018_McGregor-PLOT_111","1","1","111","","","test","","","","","2.3","389.061761916118",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","88142","TX09CS049","","plot","703000","UWOYT_2018_McGregor-PLOT_112","1","1","112","","","test","","","","","0.3","494.360547847487",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","96959","TX14OCS5061","","plot","703012","UWOYT_2018_McGregor-PLOT_113","1","1","113","","","test","","","","","0.0","435.326801759729",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","96977","TX14OCS5098","","plot","702999","UWOYT_2018_McGregor-PLOT_114","1","1","114","","","test","","","","","0.3","422.425387051808",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702274","TX14OCS5131","","plot","703007","UWOYT_2018_McGregor-PLOT_115","1","1","115","","","test","","","","","1.0","391.21379105839",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702263","TX14OCS5154","","plot","703014","UWOYT_2018_McGregor-PLOT_116","1","1","116","","","test","","","","","0.3","421.708044004384",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702243","TX14OCS5171","","plot","703017","UWOYT_2018_McGregor-PLOT_117","1","1","117","","","test","","","","","4.0","387.695223410775",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702261","TX14OCS5212","","plot","703006","UWOYT_2018_McGregor-PLOT_118","1","1","118","","","test","","","","","0.0","483.410306228559",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","100132","NC12-3578","","plot","703004","UWOYT_2018_McGregor-PLOT_119","1","1","119","","","test","","","","","0.0","496.315307651717",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","97265","NC12-3742","","plot","702998","UWOYT_2018_McGregor-PLOT_120","1","1","120","","","test","","","","","0.3","434.412189374263",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","98381","NC12-3922","","plot","703002","UWOYT_2018_McGregor-PLOT_121","1","1","121","","","test","","","","","0.0","453.701543919494",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702244","NC15-4180","","plot","703020","UWOYT_2018_McGregor-PLOT_122","1","1","122","","","test","","","","","0.3","475.333023514565",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702272","LA12068SBSB-58-1","","plot","703001","UWOYT_2018_McGregor-PLOT_123","1","1","123","","","test","","","","","5.7","400.270247032118",""
"2018","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6543","UWOYT_2018_McGregor","2018 UWOYT Trial @ McGregor, TX","RCBD","","","","","","","","101","McGregor, TX","702254","LA10067SSBSBSB-61-1","","plot","703013","UWOYT_2018_McGregor-PLOT_124","1","1","124","","","test","","","","","1.7","412.780709779192",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","86810","GERARD224","Gerard224","plot","703047","UWOYT_2017_Salisbury-PLOT_101","1","1","101","","","test","","","","","2.0","498.194746435968",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","99142","HORIZON201","FL99201-D29-E1,Horizon 201,TX96M1384","plot","703044","UWOYT_2017_Salisbury-PLOT_102","1","1","102","","","test","","","","","3.5","578.895839271168",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","98574","LA99016","","plot","703024","UWOYT_2017_Salisbury-PLOT_103","1","1","103","","","test","","","","","4.0","523.301753095808",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","101501","TAMO411","TX05CS 347-1","plot","703022","UWOYT_2017_Salisbury-PLOT_104","1","1","104","","","test","","","","","3.5","471.65305368128",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","99935","FL0914-U2","","plot","703029","UWOYT_2017_Salisbury-PLOT_105","1","1","105","","","test","","","","","8.0","258.24349707264",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702247","LA09044SBS-U1","","plot","703025","UWOYT_2017_Salisbury-PLOT_106","1","1","106","","","test","","","","","6.5","455.51283511424",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702251","LA09066SBS-U5","","plot","703041","UWOYT_2017_Salisbury-PLOT_107","1","1","107","","","test","","","","","6.0","452.284791400832",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","100177","LA09045SBS-U4","","plot","703033","UWOYT_2017_Salisbury-PLOT_108","1","1","108","","","test","","","","","5.0","328.18444419648",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","99322","LA09103SBS-U5","","plot","703040","UWOYT_2017_Salisbury-PLOT_109","1","1","109","","","test","","","","","6.5","335.716546194432",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","96938","FL0941-U1","","plot","703035","UWOYT_2017_Salisbury-PLOT_110","1","1","110","","","test","","","","","7.2","412.830923792512",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702249","FL0941-U5","","plot","703026","UWOYT_2017_Salisbury-PLOT_111","1","1","111","","","test","","","","","6.2","366.203625709952",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","101234","LA08084SBSBS-15","","plot","703023","UWOYT_2017_Salisbury-PLOT_112","1","1","112","","","test","","","","","5.0","416.417639029632",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","96836","NC09-4503N","","plot","703045","UWOYT_2017_Salisbury-PLOT_113","1","1","113","","","test","","","","","3.0","406.016164841984",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","98111","NC12-3447","","plot","703046","UWOYT_2017_Salisbury-PLOT_114","1","1","114","","","test","","","","","1.5","601.133473741312",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","98420","NC12-3753","","plot","703043","UWOYT_2017_Salisbury-PLOT_115","1","1","115","","","test","","","","","3.5","472.370396728704",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","98381","NC12-3922","","plot","703048","UWOYT_2017_Salisbury-PLOT_116","1","1","116","","","test","","","","","4.0","469.85969606272",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","99532","TX09CS031","","plot","703028","UWOYT_2017_Salisbury-PLOT_117","1","1","117","","","test","","","","","3.0","414.624281411072",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","88142","TX09CS049","","plot","703027","UWOYT_2017_Salisbury-PLOT_118","1","1","118","","","test","","","","","4.5","402.788121128576",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","96977","TX14OCS5098","","plot","703034","UWOYT_2017_Salisbury-PLOT_119","1","1","119","","","test","","","","","2.5","392.74531846464",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702267","TX14OCS5139","","plot","703042","UWOYT_2017_Salisbury-PLOT_120","1","1","120","","","test","","","","","7.0","428.971142359552",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702258","TX14OCS5140","","plot","703031","UWOYT_2017_Salisbury-PLOT_121","1","1","121","","","test","","","","","5.0","370.149012470784",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702263","TX14OCS5154","","plot","703030","UWOYT_2017_Salisbury-PLOT_122","1","1","122","","","test","","","","","4.5","450.13276225856",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","702245","TX14OCS5161","","plot","703037","UWOYT_2017_Salisbury-PLOT_123","1","1","123","","","test","","","","","4.5","375.529085326464",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","97867","LA08056SBSBS-56-S1","","plot","703038","UWOYT_2017_Salisbury-PLOT_124","1","1","124","","","test","","","","","6.0","293.882386666726",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","100132","NC12-3578","","plot","703036","UWOYT_2017_Salisbury-PLOT_125","1","1","125","","","test","","","","","2.5","570.673304853677",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","84935","TX09CS1029","","plot","703039","UWOYT_2017_Salisbury-PLOT_126","1","1","126","","","test","","","","","5.5","326.033154579416",""
"2017","4388","Uniform Winter Oat Yield Nursery","The Uniform Winter Oat Yield Nursery","6544","UWOYT_2017_Salisbury","2017 UWOYT Trial @ Salisbury, NC","RCBD","","","","","","2016-October-14","2017-May-31","125","Salisbury, NC","96976","LA09015SBS-U1","","plot","703032","UWOYT_2017_Salisbury-PLOT_127","1","1","127","","","test","","","","","7.0","450.250900367091",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703618","NF01401B","","plot","703914","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_1","2","2","1","1","1","test","","","","","1","243.723967128222",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703573","TX18OCS9125","","plot","703844","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_10","2","2","10","1","10","test","","","","","1","271.070869662419",""
"2024","5055","Intercropping Cooperative","Oat breeding programs collaborating on oat intercropping trials","6565","Cornell_WinterOatPeaIntercrop_2024_Ithaca","winter oat pea intercrop","Augmented","1.26","na","0.3465","","","2023-October-04","2024-July-09","172","Ithaca, NY - McGowan","703607","NC21-6610","","plot","703704","Cornell_WinterOatPeaIntercrop_2024_Ithaca-PLOT_100","4","4","100","8","13","test","","","","","3","281.145668599543",""
